SEQ_NAME	START	END	STRAND	FEATURE_NAME	TXN_START	TXN_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
chr0A	177371	177430	+	CAGL0A01804g, CAGL0A01826g	177371	177430	1	177371	177430
chr0J	824053	824112	+	CAGL0J08294g, CAGL0J08316g	824053	824112	1	824053	824112
chr0G	427303	427362	+	CAGL0G04455g	427303	427362	1	427303	427362
chr0I	193388	193447	+	CAGL0I02222g	193388	193447	1	193388	193447
chr0L	696228	696287	+	CAGL0L06138g	696228	696287	1	696228	696287
chr0J	1140654	1140713	+	CAGL0J11726g	1140654	1140713	1	1140654	1140713
chr0C	42781	42840	+	CAGL0C00407g, CAGL0C00429g	42781	42840	1	42781	42840
chr0L	268342	268401	+	CAGL0L02343g	268342	268401	1	268342	268401
chr0L	152167	152226	+	CAGL0L01353g, CAGL0L01375r	152167	152226	1	152167	152226
chr0J	200973	201032	+	CAGL0J02024g	200973	201032	1	200973	201032
chr0G	545206	545265	+	CAGL0G05698g, CAGL0G05720g	545206	545265	1	545206	545265
chr0H	153917	153976	+	CAGL0H01573g	153917	153976	1	153917	153976
chr0I	4834	4893	+	CAGL0I00110g	4834	4893	1	4834	4893
chr0L	150071	150130	+	CAGL0L01331g	150071	150130	1	150071	150130
chr0K	157842	157901	+	CAGL0K01749g	157842	157901	1	157842	157901
chr0H	415418	415477	+	CAGL0H04411g	415418	415477	1	415418	415477
chr0M	636779	636838	+	CAGL0M06083g	636779	636838	1	636779	636838
chr0K	568981	569040	+	CAGL0K05797g, CAGL0K05819g	568981	569040	1	568981	569040
chr0H	818389	818448	+	CAGL0H08349g	818389	818448	1	818389	818448
chr0K	746735	746794	+	CAGL0K07546g, CAGL0K07568g	746735	746794	1	746735	746794
chr0G	601850	601909	+	CAGL0G06270g	601850	601909	1	601850	601909
chr0E	610425	610484	+	CAGL0E06116g, CAGL0E06138g	610425	610484	1	610425	610484
chr0M	298571	298630	+	CAGL0M02607g	298571	298630	1	298571	298630
chr0L	293050	293109	+	CAGL0L02475g, CAGL0L02497g	293050	293109	1	293050	293109
chr0G	919807	919866	+	CAGL0G09647g, CAGL0G09669g	919807	919866	1	919807	919866
chr0J	703845	703904	+	CAGL0J07282g, CAGL0J07304g	703845	703904	1	703845	703904
chr0E	458105	458164	+	CAGL0E04774g	458105	458164	1	458105	458164
chr0L	547407	547466	+	CAGL0L04774g	547407	547466	1	547407	547466
chr0G	143007	143066	+	CAGL0G01496g	143007	143066	1	143007	143066
chr0G	851740	851799	+	CAGL0G08866g	851740	851799	1	851740	851799
chr0B	305913	305972	+	CAGL0B03091g, CAGL0B03113g	305913	305972	1	305913	305972
chr0J	82228	82287	+	CAGL0J00781g	82228	82287	1	82228	82287
chr0J	1146754	1146813	+	CAGL0J11770g	1146754	1146813	1	1146754	1146813
chr0J	307611	307670	+	CAGL0J03190g, CAGL0J03212g	307611	307670	1	307611	307670
chr0G	632844	632903	+	CAGL0G06622g	632844	632903	1	632844	632903
chr0C	326754	326813	+	CAGL0C03267g, CAGL0C03289g	326754	326813	1	326754	326813
chr0M	775152	775211	+	CAGL0M07722g	775152	775211	1	775152	775211
chr0J	862466	862525	+	CAGL0J08734g	862466	862525	1	862466	862525
chr0A	417718	417777	+	CAGL0A04257g	417718	417777	1	417718	417777
chr0C	286023	286082	+	CAGL0C02893g	286023	286082	1	286023	286082
chr0J	662894	662953	+	CAGL0J06930g	662894	662953	1	662894	662953
chr0G	764463	764522	+	CAGL0G08085g	764463	764522	1	764463	764522
chr0I	213426	213485	+	CAGL0I02398g	213426	213485	1	213426	213485
chr0B	180721	180780	+	CAGL0B01947g, CAGL0B01969g	180721	180780	1	180721	180780
chr0B	260610	260669	+	CAGL0B02717g	260610	260669	1	260610	260669
chr0L	60595	60654	+	CAGL0L00539g, CAGL0L00561g	60595	60654	1	60595	60654
chr0K	1129733	1129792	+	CAGL0K11726g, CAGL0K11748g	1129733	1129792	1	1129733	1129792
chr0H	833062	833121	+	CAGL0H08503g	833062	833121	1	833062	833121
chr0J	575216	575275	+	CAGL0J06072g, CAGL0J06094g	575216	575275	1	575216	575275
chr0K	172937	172996	+	CAGL0K01969g, CAGL0K01991g	172937	172996	1	172937	172996
chr0I	262505	262564	+	CAGL0I03014g	262505	262564	1	262505	262564
chr0D	505737	505796	+	CAGL0D05280g	505737	505796	1	505737	505796
chr0D	139223	139282	+	CAGL0D01232g	139223	139282	1	139223	139282
chr0K	640813	640872	+	CAGL0K06523g	640813	640872	1	640813	640872
chr0J	272444	272503	+	CAGL0J02794g	272444	272503	1	272444	272503
chr0H	114735	114794	+	CAGL0H01199g	114735	114794	1	114735	114794
chr0J	1050201	1050260	+	CAGL0J10780g	1050201	1050260	1	1050201	1050260
chr0J	938308	938367	+	CAGL0J09548g	938308	938367	1	938308	938367
chr0K	388899	388958	+	CAGL0K04235g	388899	388958	1	388899	388958
chr0K	605046	605105	+	CAGL0K06237g	605046	605105	1	605046	605105
chr0K	1196501	1196560	+	CAGL0K12254g	1196501	1196560	1	1196501	1196560
chr0L	1221819	1221878	+	CAGL0L11484g	1221819	1221878	1	1221819	1221878
chr0A	340392	340451	+	CAGL0A03366g	340392	340451	1	340392	340451
chr0H	741204	741263	+	CAGL0H07579g	741204	741263	1	741204	741263
chr0J	325385	325444	+	CAGL0J03388g	325385	325444	1	325385	325444
chr0M	908964	909023	+	CAGL0M09086g	908964	909023	1	908964	909023
chr0M	892832	892891	+	CAGL0M08954g	892832	892891	1	892832	892891
chr0A	190518	190577	+	CAGL0A01914g	190518	190577	1	190518	190577
chr0M	922741	922800	+	CAGL0M09229g	922741	922800	1	922741	922800
chr0D	305437	305496	+	CAGL0D02904g	305437	305496	1	305437	305496
chr0H	421757	421816	+	CAGL0H04455g, CAGL0H04477g	421757	421816	1	421757	421816
chr0H	52330	52389	+	CAGL0H00506g, CAGL0H00528g	52330	52389	1	52330	52389
chr0D	281546	281605	+	CAGL0D02662g, CAGL0D02684g	281546	281605	1	281546	281605
chr0G	398482	398541	+	CAGL0G04169g	398482	398541	1	398482	398541
chr0F	80280	80339	+	CAGL0F00693g	80280	80339	1	80280	80339
chr0M	223815	223874	+	CAGL0M01870g, CAGL0M01892g	223815	223874	1	223815	223874
chr0D	216428	216487	+	CAGL0D02112g	216428	216487	1	216428	216487
chr0G	604565	604624	+	CAGL0G06314g	604565	604624	1	604565	604624
chr0G	311054	311113	+	CAGL0G03267g, CAGL0G03289g	311054	311113	1	311054	311113
chr0L	1138779	1138838	+	CAGL0L10648g, CAGL0L10670g	1138779	1138838	1	1138779	1138838
chr0A	475562	475621	+	CAGL0A04851g, CAGL0A04873g	475562	475621	1	475562	475621
chr0A	61641	61700	+	CAGL0A00517g	61641	61700	1	61641	61700
chr0L	1433197	1433256	+	CAGL0L13332g	1433197	1433256	1	1433197	1433256
chr0K	607994	608053	+	CAGL0K06259g, CAGL0K06281g	607994	608053	1	607994	608053
chr0C	488527	488586	+	CAGL0C05137g	488527	488586	1	488527	488586
chr0J	339212	339271	+	CAGL0J03564g	339212	339271	1	339212	339271
chr0B	326618	326677	+	CAGL0B03355g	326618	326677	1	326618	326677
chr0F	205724	205783	+	CAGL0F02101g	205724	205783	1	205724	205783
chr0K	1004042	1004101	+	CAGL0K10318g	1004042	1004101	1	1004042	1004101
chr0L	474272	474331	+	CAGL0L04026g, CAGL0L04048g	474272	474331	1	474272	474331
chr0B	275322	275381	+	CAGL0B02838g	275322	275381	1	275322	275381
chr0J	344629	344688	+	CAGL0J03608g	344629	344688	1	344629	344688
chr0G	212301	212360	+	CAGL0G02387g	212301	212360	1	212301	212360
chr0D	609304	609363	+	CAGL0D06446g	609304	609363	1	609304	609363
chr0M	1160508	1160567	+	CAGL0M11682g	1160508	1160567	1	1160508	1160567
chr0E	36115	36174	+	CAGL0E00429g	36115	36174	1	36115	36174
chr0J	1003107	1003166	+	CAGL0J10274g	1003107	1003166	1	1003107	1003166
chr0M	1119004	1119063	+	CAGL0M11374g	1119004	1119063	1	1119004	1119063
chr0M	459918	459977	+	CAGL0M04169g	459918	459977	1	459918	459977
chr0J	179364	179423	+	CAGL0J01848g	179364	179423	1	179364	179423
chr0B	173427	173486	+	CAGL0B01881g	173427	173486	1	173427	173486
chr0H	605668	605727	+	CAGL0H06193g	605668	605727	1	605668	605727
chr0C	420451	420510	+	CAGL0C04323g	420451	420510	1	420451	420510
chr0G	319963	320022	+	CAGL0G03355g	319963	320022	1	319963	320022
chr0K	83429	83488	+	CAGL0K00759g	83429	83488	1	83429	83488
chr0M	460639	460698	+	CAGL0M04169g	460639	460698	1	460639	460698
chr0K	103452	103511	+	CAGL0K01023g	103452	103511	1	103452	103511
chr0D	272295	272354	+	CAGL0D02618g, CAGL0D02640g	272295	272354	1	272295	272354
chr0H	469653	469712	+	CAGL0H04917g	469653	469712	1	469653	469712
chr0J	289744	289803	+	CAGL0J03036g, CAGL0J03058g	289744	289803	1	289744	289803
chr0L	978772	978831	+	CAGL0L08954g	978772	978831	1	978772	978831
chr0D	221859	221918	+	CAGL0D02156g	221859	221918	1	221859	221918
chr0G	149011	149070	+	CAGL0G01584g, CAGL0G01606g	149011	149070	1	149011	149070
chr0K	53891	53950	+	CAGL0K00495g	53891	53950	1	53891	53950
chr0G	673200	673259	+	CAGL0G07062g, CAGL0G07084g	673200	673259	1	673200	673259
chr0K	1098714	1098773	+	CAGL0K11341g	1098714	1098773	1	1098714	1098773
chr0K	883385	883444	+	CAGL0K08800g	883385	883444	1	883385	883444
chr0M	502450	502509	+	CAGL0M04565g, CAGL0M04587g	502450	502509	1	502450	502509
chr0E	104951	105010	+	CAGL0E01155g	104951	105010	1	104951	105010
chr0C	225612	225671	+	CAGL0C02211g	225612	225671	1	225612	225671
chr0K	1229960	1230019	+	CAGL0K12540g, CAGL0K12562g	1229960	1230019	1	1229960	1230019
chr0M	117082	117141	+	CAGL0M01056g	117082	117141	1	117082	117141
chr0C	457313	457372	+	CAGL0C04895g, CAGL0C04917g	457313	457372	1	457313	457372
chr0M	921498	921557	+	CAGL0M09185g	921498	921557	1	921498	921557
chr0M	592932	592991	+	CAGL0M05533g	592932	592991	1	592932	592991
chr0M	1393596	1393655	+	CAGL0M14069g, CAGL0M14091g	1393596	1393655	1	1393596	1393655
chr0L	683146	683205	+	CAGL0L06072g, CAGL0L06094g	683146	683205	1	683146	683205
chr0H	49322	49381	+	CAGL0H00484g, CAGL0H00506g	49322	49381	1	49322	49381
chr0I	588118	588177	+	CAGL0I06138g	588118	588177	1	588118	588177
chr0M	633532	633591	+	CAGL0M06061g	633532	633591	1	633532	633591
chr0J	123170	123229	+	CAGL0J01309g	123170	123229	1	123170	123229
chr0M	477498	477557	+	CAGL0M04323g, CAGL0M04345g	477498	477557	1	477498	477557
chr0D	299546	299605	+	CAGL0D02860g	299546	299605	1	299546	299605
chr0F	768359	768418	+	CAGL0F07865g	768359	768418	1	768359	768418
chr0M	709373	709432	+	CAGL0M06941g, CAGL0M06963g	709373	709432	1	709373	709432
chr0E	566546	566605	+	CAGL0E05676g, CAGL0E05698g	566546	566605	1	566546	566605
chr0M	221974	222033	+	CAGL0M01870g, CAGL0M01892g	221974	222033	1	221974	222033
chr0A	59221	59280	+	CAGL0A00517g	59221	59280	1	59221	59280
chr0L	1338841	1338900	+	CAGL0L12408g	1338841	1338900	1	1338841	1338900
chr0D	93470	93529	+	CAGL0D00726g	93470	93529	1	93470	93529
chr0M	1119911	1119970	+	CAGL0M11374g	1119911	1119970	1	1119911	1119970
chr0M	193282	193341	+	CAGL0M01716g	193282	193341	1	193282	193341
chr0D	521454	521513	+	CAGL0D05456g	521454	521513	1	521454	521513
chr0K	698085	698144	+	CAGL0K07095g	698085	698144	1	698085	698144
chr0M	1292913	1292972	+	CAGL0M13167g	1292913	1292972	1	1292913	1292972
chr0L	662218	662277	+	CAGL0L05940g, CAGL0L05962g	662218	662277	1	662218	662277
chr0K	388018	388077	+	CAGL0K04213g	388018	388077	1	388018	388077
chr0F	676050	676109	+	CAGL0F06897g	676050	676109	1	676050	676109
chr0M	1058568	1058627	+	CAGL0M10527g	1058568	1058627	1	1058568	1058627
chr0G	686034	686093	+	CAGL0G07205g, CAGL0G07227g	686034	686093	1	686034	686093
chr0E	343470	343529	+	CAGL0E03674g	343470	343529	1	343470	343529
chr0J	35014	35073	+	CAGL0J00429g	35014	35073	1	35014	35073
chr0I	291721	291780	+	CAGL0I03410g	291721	291780	1	291721	291780
chr0G	12347	12406	+	CAGL0G00132g, CAGL0G00154g	12347	12406	1	12347	12406
chr0A	379660	379719	+	CAGL0A03718g, CAGL0A03740g	379660	379719	1	379660	379719
chr0I	537483	537542	+	CAGL0I05676g	537483	537542	1	537483	537542
chr0M	433395	433454	+	CAGL0M03839g	433395	433454	1	433395	433454
chr0L	76092	76151	+	CAGL0L00627g	76092	76151	1	76092	76151
chr0G	951003	951062	+	CAGL0G09955g, CAGL0G09977g	951003	951062	1	951003	951062
chr0C	161362	161421	+	CAGL0C01463g	161362	161421	1	161362	161421
chr0G	341857	341916	+	CAGL0G03509g	341857	341916	1	341857	341916
chr0L	811582	811641	+	CAGL0L07348g	811582	811641	1	811582	811641
chr0H	1030006	1030065	+	CAGL0H10582g	1030006	1030065	1	1030006	1030065
chr0M	300272	300331	+	CAGL0M02607g	300272	300331	1	300272	300331
chr0I	444350	444409	+	CAGL0I04862g, CAGL0I04884g	444350	444409	1	444350	444409
chr0K	35192	35251	+	CAGL0K00319g	35192	35251	1	35192	35251
chr0I	165318	165377	+	CAGL0I01958g	165318	165377	1	165318	165377
chr0F	72179	72238	+	CAGL0F00649g	72179	72238	1	72179	72238
chr0A	143606	143665	+	CAGL0A01430g	143606	143665	1	143606	143665
chr0G	620381	620440	+	CAGL0G06402g	620381	620440	1	620381	620440
chr0E	329762	329821	+	CAGL0E03564g	329762	329821	1	329762	329821
chr0M	406276	406335	+	CAGL0M03597g	406276	406335	1	406276	406335
chr0D	335542	335601	+	CAGL0D03234g	335542	335601	1	335542	335601
chr0L	1240819	1240878	+	CAGL0L11616g, CAGL0L11638g	1240819	1240878	1	1240819	1240878
chr0F	409884	409943	+	CAGL0F04081g, CAGL0F04103g	409884	409943	1	409884	409943
chr0M	1378602	1378661	+	CAGL0M13937g	1378602	1378661	1	1378602	1378661
chr0K	586291	586350	+	CAGL0K06017g	586291	586350	1	586291	586350
chr0E	481068	481127	+	CAGL0E04972g	481068	481127	1	481068	481127
chr0I	109732	109791	+	CAGL0I01320g, CAGL0I01342g	109732	109791	1	109732	109791
chr0F	600639	600698	+	CAGL0F05995g, CAGL0F06017g	600639	600698	1	600639	600698
chr0G	991013	991072	+	CAGL0G10219g	991013	991072	1	991013	991072
chr0J	1063059	1063118	+	CAGL0J10912g, CAGL0J10934g	1063059	1063118	1	1063059	1063118
chr0A	95011	95070	+	CAGL0A00913g	95011	95070	1	95011	95070
chr0K	690534	690593	+	CAGL0K07029g	690534	690593	1	690534	690593
chr0K	1034263	1034322	+	CAGL0K10626g, CAGL0K10648g	1034263	1034322	1	1034263	1034322
chr0G	936923	936982	+	CAGL0G09779g, CAGL0G09801g	936923	936982	1	936923	936982
chr0I	957117	957176	+	CAGL0I10054g	957117	957176	1	957117	957176
chr0F	88833	88892	+	CAGL0F00803g	88833	88892	1	88833	88892
chr0C	106885	106944	+	CAGL0C01089g	106885	106944	1	106885	106944
chr0D	109705	109764	+	CAGL0D00924g	109705	109764	1	109705	109764
chr0D	193089	193148	+	CAGL0D01826g	193089	193148	1	193089	193148
chr0G	583179	583238	+	CAGL0G06072g, CAGL0G06094g	583179	583238	1	583179	583238
chr0K	666238	666297	+	CAGL0K06831g	666238	666297	1	666238	666297
chr0G	726138	726197	+	CAGL0G07645g, CAGL0G07667g	726138	726197	1	726138	726197
chr0H	890494	890553	+	CAGL0H09108g	890494	890553	1	890494	890553
chr0M	1073690	1073749	+	CAGL0M10747g	1073690	1073749	1	1073690	1073749
chr0H	933584	933643	+	CAGL0H09526g	933584	933643	1	933584	933643
chr0M	177074	177133	+	CAGL0M01540g, CAGL0M01562g	177074	177133	1	177074	177133
chr0A	149511	149570	+	CAGL0A01474g	149511	149570	1	149511	149570
chr0M	63452	63511	+	CAGL0M00506g, CAGL0M00528g	63452	63511	1	63452	63511
chr0I	343868	343927	+	CAGL0I03916g, CAGL0I03938g	343868	343927	1	343868	343927
chr0B	75679	75738	+	CAGL0B00836g, CAGL0B00858g	75679	75738	1	75679	75738
chr0F	584317	584376	+	CAGL0F05797g	584317	584376	1	584317	584376
chr0M	306823	306882	+	CAGL0M02673g	306823	306882	1	306823	306882
chr0J	664928	664987	+	CAGL0J06952g, CAGL0J06974g	664928	664987	1	664928	664987
chr0J	1024922	1024981	+	CAGL0J10472g	1024922	1024981	1	1024922	1024981
chr0K	1252634	1252693	+	CAGL0K12650g	1252634	1252693	1	1252634	1252693
chr0E	409531	409590	+	CAGL0E04290g	409531	409590	1	409531	409590
chr0H	36047	36106	+	CAGL0H00374g	36047	36106	1	36047	36106
chr0G	534429	534488	+	CAGL0G05610g	534429	534488	1	534429	534488
chr0H	407974	408033	+	CAGL0H04323g	407974	408033	1	407974	408033
chr0H	29553	29612	+	CAGL0H00330g	29553	29612	1	29553	29612
chr0H	449700	449759	+	CAGL0H04697g	449700	449759	1	449700	449759
chr0B	229907	229966	+	CAGL0B02387g, CAGL0B02409g	229907	229966	1	229907	229966
chr0B	103113	103172	+	CAGL0B01144g	103113	103172	1	103113	103172
chr0B	265019	265078	+	CAGL0B02739g, CAGL0B02761g	265019	265078	1	265019	265078
chr0K	429397	429456	+	CAGL0K04499g, CAGL0K04521g	429397	429456	1	429397	429456
chr0L	839706	839765	+	CAGL0L07634g	839706	839765	1	839706	839765
chr0I	677457	677516	+	CAGL0I07029g	677457	677516	1	677457	677516
chr0A	432551	432610	+	CAGL0A04433g, CAGL0A04455g	432551	432610	1	432551	432610
chr0M	866781	866840	+	CAGL0M08712g	866781	866840	1	866781	866840
chr0G	734836	734895	+	CAGL0G07733g	734836	734895	1	734836	734895
chr0M	1241082	1241141	+	CAGL0M12474g	1241082	1241141	1	1241082	1241141
chr0J	511879	511938	+	CAGL0J05346g	511879	511938	1	511879	511938
chr0L	1229936	1229995	+	CAGL0L11550g	1229936	1229995	1	1229936	1229995
chr0J	847355	847414	+	CAGL0J08569g, CAGL0J08591g	847355	847414	1	847355	847414
chr0L	1141964	1142023	+	CAGL0L10692g, CAGL0L10714g	1141964	1142023	1	1141964	1142023
chr0F	647307	647366	+	CAGL0F06567g	647307	647366	1	647307	647366
chr0I	191547	191606	+	CAGL0I02222g	191547	191606	1	191547	191606
chr0B	48325	48384	+	CAGL0B00550g, CAGL0B00572g	48325	48384	1	48325	48384
chr0M	51140	51199	+	CAGL0M00374g	51140	51199	1	51140	51199
chr0G	260507	260566	+	CAGL0G02827g	260507	260566	1	260507	260566
chr0F	325601	325660	+	CAGL0F03267g	325601	325660	1	325601	325660
chr0K	612748	612807	+	CAGL0K06303g	612748	612807	1	612748	612807
chr0L	448998	449057	+	CAGL0L03916g	448998	449057	1	448998	449057
chr0J	118693	118752	+	CAGL0J01265g	118693	118752	1	118693	118752
chr0L	1106397	1106456	+	CAGL0L10340g, CAGL0L10362g	1106397	1106456	1	1106397	1106456
chr0D	149487	149546	+	CAGL0D01320g, CAGL0D01342g	149487	149546	1	149487	149546
chr0E	523715	523774	+	CAGL0E05368g	523715	523774	1	523715	523774
chr0E	350912	350971	+	CAGL0E03740g, CAGL0E03762g	350912	350971	1	350912	350971
chr0G	281207	281266	+	CAGL0G03025g	281207	281266	1	281207	281266
chr0H	133058	133117	+	CAGL0H01331g, CAGL0H01353g	133058	133117	1	133058	133117
chr0G	642667	642726	+	CAGL0G06688g, CAGL0G06710g	642667	642726	1	642667	642726
chr0M	228908	228967	+	CAGL0M01892g	228908	228967	1	228908	228967
chr0F	300140	300199	+	CAGL0F03047g	300140	300199	1	300140	300199
chr0H	880457	880516	+	CAGL0H09020g	880457	880516	1	880457	880516
chr0K	884910	884969	+	CAGL0K08822g	884910	884969	1	884910	884969
chr0H	512989	513048	+	CAGL0H05335g	512989	513048	1	512989	513048
chr0M	1202254	1202313	+	CAGL0M12034g, CAGL0M12056g	1202254	1202313	1	1202254	1202313
chr0J	1015143	1015202	+	CAGL0J10428g	1015143	1015202	1	1015143	1015202
chr0I	212323	212382	+	CAGL0I02398g	212323	212382	1	212323	212382
chr0J	875302	875361	+	CAGL0J08888g	875302	875361	1	875302	875361
chr0L	1114785	1114844	+	CAGL0L10428g	1114785	1114844	1	1114785	1114844
chr0F	726474	726533	+	CAGL0F07469g	726474	726533	1	726474	726533
chr0C	192802	192861	+	CAGL0C01837g, CAGL0C01859g	192802	192861	1	192802	192861
chr0B	216625	216684	+	CAGL0B02277g	216625	216684	1	216625	216684
chr0E	375277	375336	+	CAGL0E03938g, CAGL0E03960g	375277	375336	1	375277	375336
chr0F	16451	16510	+	CAGL0F00165g, CAGL0F00187g	16451	16510	1	16451	16510
chr0G	24089	24148	+	CAGL0G00242g	24089	24148	1	24089	24148
chr0G	175843	175902	+	CAGL0G01969g	175843	175902	1	175843	175902
chr0K	1154714	1154773	+	CAGL0K11968g, CAGL0K11990g	1154714	1154773	1	1154714	1154773
chr0F	750374	750433	+	CAGL0F07689g	750374	750433	1	750374	750433
chr0G	504411	504470	+	CAGL0G05357g	504411	504470	1	504411	504470
chr0G	533607	533666	+	CAGL0G05588g	533607	533666	1	533607	533666
chr0J	228238	228297	+	CAGL0J02354g	228238	228297	1	228238	228297
chr0A	202792	202851	+	CAGL0A01958g	202792	202851	1	202792	202851
chr0E	48480	48539	+	CAGL0E00517g	48480	48539	1	48480	48539
chr0A	64191	64250	+	CAGL0A00561g	64191	64250	1	64191	64250
chr0L	782352	782411	+	CAGL0L06974g	782352	782411	1	782352	782411
chr0J	18535	18594	+	CAGL0J00253g, CAGL0J00275g	18535	18594	1	18535	18594
chr0G	30034	30093	+	CAGL0G00286g, CAGL0G00308g	30034	30093	1	30034	30093
chr0K	1170879	1170938	+	CAGL0K12078g, CAGL0K12100g	1170879	1170938	1	1170879	1170938
chr0L	208933	208992	+	CAGL0L01815r, CAGL0L01837g	208933	208992	1	208933	208992
chr0M	1143020	1143079	+	CAGL0M11616g	1143020	1143079	1	1143020	1143079
chr0M	767887	767946	+	CAGL0M07678g	767887	767946	1	767887	767946
chr0J	418348	418407	+	CAGL0J04444g	418348	418407	1	418348	418407
chr0J	887511	887570	+	CAGL0J09020g	887511	887570	1	887511	887570
chr0I	422462	422521	+	CAGL0I04708g	422462	422521	1	422462	422521
chr0M	552381	552440	+	CAGL0M05137g	552381	552440	1	552381	552440
chr0I	781424	781483	+	CAGL0I07997g	781424	781483	1	781424	781483
chr0K	496504	496563	+	CAGL0K05093g	496504	496563	1	496504	496563
chr0E	394791	394850	+	CAGL0E04092g	394791	394850	1	394791	394850
chr0H	893622	893681	+	CAGL0H09130g	893622	893681	1	893622	893681
chr0E	49879	49938	+	CAGL0E00561g	49879	49938	1	49879	49938
chr0H	809964	810023	+	CAGL0H08239g, CAGL0H08261g	809964	810023	1	809964	810023
chr0I	520529	520588	+	CAGL0I05500g	520529	520588	1	520529	520588
chr0G	952888	952947	+	CAGL0G09977g	952888	952947	1	952888	952947
chr0A	201222	201281	+	CAGL0A01914g	201222	201281	1	201222	201281
chr0C	44316	44375	+	CAGL0C00451g	44316	44375	1	44316	44375
chr0L	245589	245648	+	CAGL0L02101g, CAGL0L02123g	245589	245648	1	245589	245648
chr0K	747694	747753	+	CAGL0K07568g	747694	747753	1	747694	747753
chr0J	902391	902450	+	CAGL0J09130g	902391	902450	1	902391	902450
chr0L	1439421	1439480	+	CAGL0L13354g	1439421	1439480	1	1439421	1439480
chr0M	586736	586795	+	CAGL0M05489g, CAGL0M05511g	586736	586795	1	586736	586795
chr0L	126739	126798	+	CAGL0L01089g	126739	126798	1	126739	126798
chr0H	675440	675499	+	CAGL0H06765g	675440	675499	1	675440	675499
chr0M	45267	45326	+	CAGL0M00352g	45267	45326	1	45267	45326
chr0G	314592	314651	+	CAGL0G03289g	314592	314651	1	314592	314651
chr0G	153030	153089	+	CAGL0G01672g	153030	153089	1	153030	153089
chr0M	894461	894520	+	CAGL0M08976g	894461	894520	1	894461	894520
chr0I	670380	670439	+	CAGL0I06941g	670380	670439	1	670380	670439
chr0F	12340	12399	+	CAGL0F00165g, CAGL0F00187g	12340	12399	1	12340	12399
chr0A	68752	68811	+	CAGL0A00605g	68752	68811	1	68752	68811
chr0M	439810	439869	+	CAGL0M03905g, CAGL0M03927g	439810	439869	1	439810	439869
chr0L	104163	104222	+	CAGL0L00847g	104163	104222	1	104163	104222
chr0E	24722	24781	+	CAGL0E00253g, CAGL0E00275g	24722	24781	1	24722	24781
chr0K	259441	259500	+	CAGL0K02915g	259441	259500	1	259441	259500
chr0K	5577	5636	+	CAGL0K00110g	5577	5636	1	5577	5636
chr0H	190507	190566	+	CAGL0H02123g, CAGL0H02145g	190507	190566	1	190507	190566
chr0I	438392	438451	+	CAGL0I04862g	438392	438451	1	438392	438451
chr0M	481599	481658	+	CAGL0M04389g	481599	481658	1	481599	481658
