Candida albicans SC5314	Candida albicans WO-1	Candida dubliniensis CD36 	Candida tropicalis MYA-3404	Candida parapsilosis CDC317	Candida orthopsilosis Co 90-125	Lodderomyces elongisporus NRLL YB-4239	Debaryomyces hansenii CBS767	Pichia stipitis Pignal	Candida tenuis NRRL Y-1498	Spathaspora passalidarum NRRL Y-27907	Candida guilliermondii ATCC 6260	Candida lusitaniae ATCC 42720	Saccharomyces cerevisiae S288C	Candida glabrata CBS138
orf19.6109	CAWG_01360	CD36_00070	---	CPAR2_109520	CORT0B10590	LELG_01447	DEHA2A13420g	PICST_63551	CANTEDRAFT_122819	SPAPADRAFT_57666	PGUG_01096	CLUG_03455	YCR084C	CAGL0E00561g
orf19.3291	CAWG_01271	CD36_00970	CTRG_04404	CPAR2_110080	CORT0B11190	LELG_05598	DEHA2B00924g	PICST_51802	CANTEDRAFT_115202	SPAPADRAFT_57792	PGUG_00048	CLUG_00020	YBR034C	CAGL0I04730g
orf19.5873	CAWG_02742	CD36_84240	CTRG_02317	CPAR2_806170	CORT0C02970	LELG_02642	DEHA2F11440g	PICST_86981	CANTEDRAFT_96043	SPAPADRAFT_51626	PGUG_00860	CLUG_05504	YNL102W	CAGL0G06666g
orf19.5874	CAWG_02743	CD36_84250	CTRG_02316	CPAR2_806160	CORT0C02980	LELG_02643	DEHA2F11462g	PICST_29023	CANTEDRAFT_137075	SPAPADRAFT_155078	PGUG_00861	---	---	
orf19.5875	CAWG_02744	CD36_84260	CTRG_02315	CPAR2_806150	CORT0C02990	LELG_02644	DEHA2F11506g	PICST_53649	CANTEDRAFT_110288	SPAPADRAFT_51624	PGUG_00862	CLUG_05503	YOR106W	CAGL0G04807g
orf19.5876	CAWG_02745	CD36_84270	---	CPAR2_806140	CORT0C03000	---	DEHA2F11528g	PICST_29021	CANTEDRAFT_116670	SPAPADRAFT_62242	---	---	---	
orf19.5877	CAWG_02746	CD36_84280	CTRG_02314	CPAR2_806130	CORT0C03010	LELG_02645	DEHA2F11550g	PICST_29020	CANTEDRAFT_112742	SPAPADRAFT_56442	PGUG_00863	CLUG_05502	---	
orf19.5879	CAWG_02747	CD36_84290	CTRG_02319	CPAR2_800330	---	LELG_02640	---	---	---	---	---	---	---	
orf19.2987	CAWG_01088	CD36_02760	CTRG_04330	CPAR2_106010	CORT0B07230	LELG_01503	DEHA2D08272g	PICST_32678	CANTEDRAFT_131645	SPAPADRAFT_57869	PGUG_04745	CLUG_04459	YHR194W	CAGL0M07183g
orf19.5880	CAWG_02748	CD36_84300	CTRG_02313	CPAR2_806120	CORT0C03020	LELG_02647	DEHA2F11572g	PICST_53364	CANTEDRAFT_96960	SPAPADRAFT_62240	PGUG_00864	CLUG_05501	YJR040W	CAGL0I01628g
orf19.5884	CAWG_02749	CD36_84310	CTRG_02312	CPAR2_806110	CORT0C03030	LELG_02648	DEHA2F11594g	PICST_53208	CANTEDRAFT_92220	SPAPADRAFT_155063	PGUG_00865	CLUG_05500	YJR041C	CAGL0I01606g
orf19.5885	CAWG_02750	CD36_84320	CTRG_02311	CPAR2_806100	CORT0C03040	LELG_02649	DEHA2F11616g	PICST_53138	CANTEDRAFT_96961	SPAPADRAFT_62238	PGUG_00866	CLUG_05499	YEL026W	CAGL0I03234g
orf19.5886	CAWG_02751	CD36_84330	CTRG_02310	CPAR2_806090	CORT0C03050	LELG_02650	DEHA2F11638g	PICST_69588	CANTEDRAFT_129324	SPAPADRAFT_155057	PGUG_00867	clus_CGOB_00029	YEL027W	CAGL0I01562g
orf19.5887	CAWG_02752	CD36_84340	CTRG_02309	CPAR2_806080	CORT0C03060	LELG_02651	DEHA2F11660g	PICST_34582	CANTEDRAFT_101332	SPAPADRAFT_67664	PGUG_00868	CLUG_05498	YJR042W	CAGL0I01584g
orf19.5890	CAWG_02753	CD36_84350	CTRG_02308	CPAR2_806070	CORT0C03070	LELG_02653.1	DEHA2F11682g	PICST_66631	CANTEDRAFT_133308	SPAPADRAFT_62234	PGUG_00869	CLUG_05497	---	
orf19.5892	---	CD36_84360	CTRG_02307	CPAR2_806060	CORT0C03080	LELG_02654	DEHA2F11704g	PICST_66630	CANTEDRAFT_92225	SPAPADRAFT_72958	PGUG_00870	CLUG_05496	YJR036C	CAGL0I01672g
orf19.5893	CAWG_02755	CD36_84370	CTRG_02304	CPAR2_806050	CORT0C03090	LELG_02655	DEHA2F11726g	PICST_39828	CANTEDRAFT_112750	SPAPADRAFT_72393	PGUG_00871	CLUG_05494	YEL024W	CAGL0I03190g
orf19.5894	CAWG_02756	CD36_84380	CTRG_02303	---	---	LELG_02656	---	PICST_19384	CANTEDRAFT_101635	SPAPADRAFT_155049	---	CLUG_05493	YEL023C	CAGL0I03168g
orf19.5896	CAWG_02758	CD36_84390	CTRG_02301	CPAR2_806040	CORT0C03100	LELG_02658	DEHA2G12650g	PICST_65010	CANTEDRAFT_116338	---	PGUG_04330	CLUG_04043	YMR244W	
orf19.2988	CAWG_01087	CD36_02770	CTRG_04329	CPAR2_105990	CORT0B07210	LELG_01502	DEHA2D08404g	PICST_61494	CANTEDRAFT_115732	SPAPADRAFT_53204	PGUG_00675	CLUG_04460	---	
orf19.5897	CAWG_02759	CD36_84400	CTRG_02300	CPAR2_806030	CORT0C03110	LELG_02659	DEHA2G13926g	PICST_81171	CANTEDRAFT_122256	SPAPADRAFT_155043	PGUG_04385	CLUG_03891	YBL104C	CAGL0M09383g
orf19.5901	CAWG_02760	CD36_84410	CTRG_02299	CPAR2_806020	CORT0C03120	LELG_02660	DEHA2G13904g	PICST_81215	CANTEDRAFT_93622	SPAPADRAFT_141197	PGUG_04383	CLUG_03890	YBL105C	CAGL0M09361g
orf19.5902	CAWG_02761	CD36_84420	CTRG_02298	CPAR2_806010	CORT0C03130	LELG_02661	DEHA2G13882g	PICST_29006	CANTEDRAFT_104661	SPAPADRAFT_67657	PGUG_04382	CLUG_03889	---	
orf19.5903	CAWG_02762	CD36_84430	CTRG_02288	CPAR2_805970	CORT0C03180	LELG_02669	DEHA2G13706g	PICST_53878	CANTEDRAFT_114147	SPAPADRAFT_62219	PGUG_04374	CLUG_04690	YOR301W	CAGL0A03828g
orf19.5904	CAWG_02763	CD36_84440	CTRG_02289	CPAR2_805960	CORT0C03190	---	DEHA2G13728g	PICST_86681	CANTEDRAFT_98101	SPAPADRAFT_155020	PGUG_04375	---	YBR084C-A	CAGL0A03278g
orf19.5905	CAWG_02764	CD36_84450	CTRG_02290	CPAR2_805950	CORT0C03200	LELG_02668	DEHA2G13750g	psti_CGOB_00023	CANTEDRAFT_105063	SPAPADRAFT_51604	PGUG_04376	CLUG_04692	YBL028C	CAGL0F04103g
orf19.5906	CAWG_02765	CD36_84460	CTRG_02291	CPAR2_805940	CORT0C03210	LELG_02667	DEHA2G13772g	PICST_81265	CANTEDRAFT_114146	SPAPADRAFT_62222	PGUG_04377	CLUG_04693	YOR128C	CAGL0K10340g
orf19.5908	CAWG_02766	CD36_84480	CTRG_02294	CPAR2_805930	CORT0C03220	LELG_02666	DEHA2G13794g	PICST_11262	CANTEDRAFT_122273	SPAPADRAFT_140865	PGUG_04378	CLUG_04694	YBR083W	CAGL0M01716g
orf19.5910	CAWG_02767	CD36_84500	CTRG_02295	CPAR2_806000	CORT0C03150	LELG_02665.1	DEHA2G13816g	PICST_29003	CANTEDRAFT_104963	SPAPADRAFT_141279	PGUG_04380	CLUG_04695	YPR031W	CAGL0K05269g
orf19.5911	CAWG_02768	CD36_84510	CTRG_02296	CPAR2_805990	CORT0C03160	---	DEHA2G13838g	PICST_53517	CANTEDRAFT_114144	SPAPADRAFT_62225	---	CLUG_03887	YMR291W	CAGL0M13541g
orf19.2989	CAWG_01086	CD36_02780	CTRG_04328	---	---	---	DEHA2C09724g	---	CANTEDRAFT_116306	---	PGUG_03741	---	YNL274C	CAGL0J08272g
orf19.5912	CAWG_02769	CD36_84520	CTRG_02297	CPAR2_805980	CORT0C03170	LELG_02663.1	DEHA2G13860g	PICST_80919	---	SPAPADRAFT_155036	PGUG_04381	CLUG_03888	YDR060W	CAGL0M11154g
orf19.5915	CAWG_02770	CD36_84530	---	---	---	---	---	---	---	---	---	---	---	
orf19.5917	CAWG_02771	CD36_84540	CTRG_02479	CPAR2_805900	CORT0C03250	LELG_02613	DEHA2G13684g	PICST_66620	CANTEDRAFT_115344	SPAPADRAFT_62218	PGUG_04373	CLUG_04689	---	
orf19.5917.3	CAWG_02772	CD36_84550	CTRG_02478	CPAR2_404400	CORT0C03810	LELG_02682	DEHA2G13662g	PICST_81261	CANTEDRAFT_115343	SPAPADRAFT_62216	---	---	YDR381W	CAGL0A03117g
orf19.5918	CAWG_02773	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.5919	CAWG_02774	CD36_84560	CTRG_02477	CPAR2_404410	CORT0C03830	LELG_02683	DEHA2G13640g	PICST_34572	CANTEDRAFT_108846	SPAPADRAFT_72381	PGUG_04372	CLUG_04688	YOR129C	
orf19.5920	CAWG_02775	CD36_84570	CTRG_02476	CPAR2_404420	CORT0C03840	LELG_02684	DEHA2G13618g	PICST_28994	CANTEDRAFT_115339	SPAPADRAFT_140229	PGUG_04371	clus_CGOB_00024	---	
orf19.5921	CAWG_02776	CD36_84580	CTRG_02480	CPAR2_404290	CORT0C03760	LELG_02685	DEHA2G13596g	PICST_28993	CANTEDRAFT_115338	SPAPADRAFT_56422	PGUG_04370	CLUG_03021	---	
orf19.5924	CAWG_02777	CD36_84590	CTRG_02481	CPAR2_404560	CORT0C03980	LELG_02686	DEHA2G13574g	PICST_66618	---	---	---	CLUG_03020	---	
orf19.5925	CAWG_02778	CD36_84610	CTRG_02482	CPAR2_404550	CORT0C03970	LELG_02687	DEHA2G13552g	PICST_80898	CANTEDRAFT_115337	SPAPADRAFT_62212	PGUG_04369	CLUG_03019	YDL237W	CAGL0C05533g
orf19.2990	CAWG_01085	CD36_02790	CTRG_04334	CPAR2_106000	CORT0B07220	LELG_01501	DEHA2D08426g	PICST_78873	CANTEDRAFT_115735	SPAPADRAFT_57868	PGUG_04742	CLUG_04461	YLR300W	CAGL0I00484g
orf19.5926	CAWG_02779	CD36_84620	CTRG_02483	CPAR2_404540	CORT0C03960	LELG_02688	DEHA2G13530g	PICST_39433	CANTEDRAFT_125166	SPAPADRAFT_140535	PGUG_04368	CLUG_03017	YOR130C	CAGL0K10362g
orf19.5927	CAWG_02780	CD36_84630	CTRG_02485	CPAR2_807560	CORT0C01580	LELG_02908	DEHA2G13508g	PICST_66616	CANTEDRAFT_115328	SPAPADRAFT_51594	PGUG_04367	CLUG_03015	YOL040C	CAGL0F01045g
orf19.5928	CAWG_02781	CD36_84640	CTRG_02486	CPAR2_807570	CORT0C01570	LELG_02907	DEHA2G13486g	PICST_86762	CANTEDRAFT_115326	SPAPADRAFT_51593	PGUG_04366	CLUG_03014	YDR382W	CAGL0A03168g
orf19.5929	CAWG_02782	CD36_84650	CTRG_02487	CPAR2_807580	CORT0C01560	---	DEHA2G13464g	PICST_66614	CANTEDRAFT_125158	SPAPADRAFT_62211	PGUG_04364	CLUG_03013	---	
orf19.5930	CAWG_02783	CD36_84660	CTRG_02488	CPAR2_807490	CORT0C01650	LELG_02897	DEHA2G13398g	PICST_66612	---	SPAPADRAFT_62210	PGUG_04362	CLUG_03010	YDR192C	CAGL0F05599g
orf19.5931	CAWG_02784	CD36_84670	CTRG_02489	CPAR2_807500	CORT0C01640	LELG_02896	DEHA2G13420g	PICST_39608	CANTEDRAFT_108120	SPAPADRAFT_56416	---	CLUG_03011	YLR242C	CAGL0G08316g
orf19.5932	CAWG_02785	CD36_84680	CTRG_02491.1	---	---	---	DEHA2G13442g	PICST_53781	CANTEDRAFT_131352	SPAPADRAFT_72374	PGUG_04363	CLUG_03012	YLR241W	CAGL0G08338g
orf19.5933	CAWG_02786	CD36_84690	CTRG_02492	CPAR2_807590	CORT0C01550	LELG_02904	---	PICST_66613	CANTEDRAFT_135810	SPAPADRAFT_51591	---	---	---	
orf19.5934	CAWG_02787	CD36_84700	CTRG_02493	CPAR2_807480	CORT0C01660	LELG_02898	DEHA2G13376g	PICST_34564	CANTEDRAFT_108430	SPAPADRAFT_139893	PGUG_04361	CLUG_03009	YLR234W	CAGL0G08470g
orf19.5935	CAWG_02788	CD36_84710	CTRG_02494	CPAR2_807470	CORT0C01670	LELG_02899	DEHA2B08844g	psti_CGOB_00015	CANTEDRAFT_136475	SPAPADRAFT_140868	PGUG_02148	CLUG_00708	---	
orf19.2991	CAWG_01084	CD36_02800	CTRG_04335	---	---	---	---	PICST_36589	CANTEDRAFT_108092	---	PGUG_04741	CLUG_04462	---	
orf19.5938	CAWG_02789	CD36_84720	CTRG_02495	CPAR2_807460	CORT0C01680	LELG_02900	DEHA2B08822g	PICST_81113	---	SPAPADRAFT_51586	PGUG_02149	CLUG_00709	YLR430W	CAGL0M00990g
orf19.5940	CAWG_02790	CD36_84730	CTRG_02496	---	---	LELG_02901	DEHA2B08800g	PICST_28979	CANTEDRAFT_126673	SPAPADRAFT_140338	PGUG_02150	CLUG_00710	---	
orf19.5941	CAWG_02791	CD36_84740	CTRG_02497	CPAR2_807450	CORT0C01690	LELG_02903	DEHA2B08778g	PICST_53869	CANTEDRAFT_115996	SPAPADRAFT_62204	PGUG_02151	CLUG_00711	YML067C	CAGL0L11308g
orf19.5942	CAWG_02792	CD36_84750	CTRG_02498	CPAR2_807440	CORT0C01700	LELG_02902	DEHA2B08756g	PICST_40135	---	SPAPADRAFT_141135	PGUG_02152	CLUG_01327	YML068W	CAGL0L11330g
orf19.5943	CAWG_02793	CD36_84760	CTRG_02499	CPAR2_807430	CORT0C01710	LELG_02895	DEHA2B08734g	PICST_53923	CANTEDRAFT_111994	SPAPADRAFT_154964	PGUG_02153	CLUG_00712	YHR150W	CAGL0I01870g
orf19.5943.1	CAWG_02794	CD36_84780	---	CPAR2_807420	CORT0C01720	LELG_02894	DEHA2B09988g	PICST_28975	CANTEDRAFT_115966	SPAPADRAFT_62202	PGUG_02110	---	YLR150W	CAGL0E00869g
orf19.5947	CAWG_02795	CD36_84790	CTRG_02500	CPAR2_807410	CORT0C01730	LELG_02893	DEHA2B10010g	PICST_28974	CANTEDRAFT_126572	SPAPADRAFT_72363	PGUG_02109	CLUG_04161	YDR170C	CAGL0E00847g
orf19.5949	CAWG_02796	CD36_84800	CTRG_02501	CPAR2_807400	CORT0C01740	LELG_02892.1	DEHA2B10032g	PICST_80966	CANTEDRAFT_110568	SPAPADRAFT_140888	PGUG_02105	CLUG_04160	YPL231W	CAGL0E06138g
orf19.5952	CAWG_02797	CD36_84810	CTRG_02502	CPAR2_807390	CORT0C01750	LELG_02890	DEHA2D11704g	PICST_28972	CANTEDRAFT_116531	SPAPADRAFT_51580	PGUG_02202	CLUG_05236	---	
orf19.5953	CAWG_02798	CD36_84830	CTRG_02503	CPAR2_807380	CORT0C01760	LELG_02885	DEHA2D11748g	PICST_81274	CANTEDRAFT_136954	SPAPADRAFT_62197	PGUG_02203	CLUG_05237	YLR403W	CAGL0M09955g
orf19.2992	CAWG_01083	CD36_02810	CTRG_04336	CPAR2_105980	CORT0B07200	LELG_01500	DEHA2D08514g	PICST_79093	CANTEDRAFT_115741	SPAPADRAFT_57867	PGUG_04740	CLUG_04463	YDL081C	CAGL0I00814g
orf19.5954	CAWG_02799	CD36_84840	CTRG_02348	CPAR2_405650	CORT0C05050	LELG_02836	DEHA2B14498g	PICST_57298	CANTEDRAFT_126397	SPAPADRAFT_141342	PGUG_02374	CLUG_00383	YGR225W	CAGL0L06578g
orf19.5956	CAWG_02800	CD36_84850	CTRG_02347	CPAR2_405640	CORT0C05040	LELG_02837	DEHA2B14476g	PICST_30867	CANTEDRAFT_115888	SPAPADRAFT_61991	PGUG_02375	CLUG_01966	YPR154W	CAGL0F04829g
orf19.5958	CAWG_02801	CD36_84860	CTRG_02336	---	---	---	---	---	---	---	---	---	---	
orf19.5959	CAWG_02802	CD36_84870	CTRG_02334	CPAR2_405500	CORT0C04910	LELG_02853	DEHA2B14190g	PICST_91530	CANTEDRAFT_126355	SPAPADRAFT_154530	PGUG_01827	CLUG_01953	YDL148C	CAGL0J08844g
orf19.5960	CAWG_02803	CD36_84880	CTRG_02538	CPAR2_405510	CORT0C04920	LELG_02852	DEHA2B14212g	PICST_85740	CANTEDRAFT_115879	SPAPADRAFT_140470	PGUG_01828	CLUG_01954	YPR149W	CAGL0L08448g
orf19.5961	CAWG_02804	CD36_84890	CTRG_02537	CPAR2_405520	CORT0C04930	LELG_02851	DEHA2C12540g	psti_CGOB_00107	---	SPAPADRAFT_61975	PGUG_01829	CLUG_01956	YGR232W	CAGL0L06600g
orf19.5962	CAWG_02805	CD36_84900	CTRG_02338	CPAR2_405530	CORT0C04940	LELG_02850	DEHA2B14278g	PICST_85501	CANTEDRAFT_126365	SPAPADRAFT_51431	PGUG_01830	CLUG_01957	YDL194W	CAGL0J09020g
orf19.5963	CAWG_02806	CD36_84910	CTRG_02339	CPAR2_405540	CORT0C04950	LELG_02849	DEHA2B14300g	PICST_63927	CANTEDRAFT_115880	SPAPADRAFT_61977	PGUG_01831	CLUG_01958	YDL193W	CAGL0J09042g
orf19.5964	CAWG_02807	CD36_84920	CTRG_02340	CPAR2_405560	CORT0C04960	LELG_02848	DEHA2E02002g	PICST_79956	CANTEDRAFT_115882	SPAPADRAFT_61980	PGUG_02381	CLUG_01960	YDL137W	CAGL0I03916g
orf19.5964.2	CAWG_02808	CD36_84940	---	CPAR2_405570	CORT0C04970	LELG_02847	DEHA2B14344g	PICST_85685	CANTEDRAFT_95315	SPAPADRAFT_56272	---	---	YDL191W	
orf19.2994	CAWG_01082	CD36_02820	CTRG_04337	CPAR2_105970	CORT0B07190	LELG_01499	DEHA2D08536g	PICST_48494	CANTEDRAFT_115743	SPAPADRAFT_57866	PGUG_04739	CLUG_04464	YDL082W	CAGL0L06886g
orf19.5965	CAWG_02809	CD36_84950	CTRG_02341	CPAR2_405580	CORT0C04980	LELG_02846	DEHA2B14366g	PICST_64503	CANTEDRAFT_136356	SPAPADRAFT_51435	PGUG_02380	CLUG_01961	YDL190C	CAGL0J09108g
orf19.5966	CAWG_02810	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.5967	CAWG_02811	CD36_84960	CTRG_02342	CPAR2_405590	CORT0C04990	LELG_02845.1	DEHA2B14377g	PICST_68421	CANTEDRAFT_115884	SPAPADRAFT_51436	---	---	YDL189W	CAGL0J09130g
orf19.5968	CAWG_02812	CD36_84970	CTRG_02346	CPAR2_405600	CORT0C05000	LELG_02843	DEHA2B14388g	PICST_64726	CANTEDRAFT_115886	SPAPADRAFT_61985	PGUG_02379	CLUG_01962	YDL135C	CAGL0J09152g
orf19.5970	CAWG_02813	CD36_84980	CTRG_02345	CPAR2_405610	CORT0C05010	LELG_02842	DEHA2B14410g	PICST_51012	---	SPAPADRAFT_51438	PGUG_02378	CLUG_01963	YJL092W	CAGL0L03454g
orf19.5971	CAWG_02814	CD36_84990	CTRG_02344	CPAR2_405620	CORT0C05020	LELG_02841	DEHA2B14432g	PICST_56998	CANTEDRAFT_99433	SPAPADRAFT_61987	PGUG_02377	CLUG_01964	YHR151C	CAGL0I01892g
orf19.5973	CAWG_02815	CD36_85000	CTRG_02343	CPAR2_405630	CORT0C05030	LELG_02838	DEHA2B14454g	PICST_76983	CANTEDRAFT_115887	SPAPADRAFT_61989	PGUG_02376	CLUG_01965	YGR231C	CAGL0L06490g
orf19.5974	CAWG_02816	CD36_85010	CTRG_02528	CPAR2_405480	CORT0C04890	LELG_02856.1	DEHA2B14168g	PICST_64286	CANTEDRAFT_95308	SPAPADRAFT_51426	PGUG_01826	CLUG_01952	YDL149W	CAGL0I03652g
orf19.5975	---	CD36_85020	CTRG_02529	CPAR2_405470	CORT0C04880	LELG_02857	DEHA2B13904g	PICST_50873	CANTEDRAFT_126106	SPAPADRAFT_61969	PGUG_01822	clus_CGOB_00007	---	
orf19.5976	CAWG_02818	CD36_85030	CTRG_02530	CPAR2_405460	CORT0C04870	---	DEHA2B13926g	PICST_33654	CANTEDRAFT_136263	SPAPADRAFT_51425	PGUG_01823	CLUG_01186	YPR152C	CAGL0L08404g
orf19.2994.1	CAWG_01081	CD36_02830	---	CPAR2_105960	CORT0B07180	LELG_01498	DEHA2D08558g	PICST_73324	CANTEDRAFT_115744	SPAPADRAFT_57865	---	---	YMR143W	CAGL0I00792g
orf19.5977	CAWG_02819	CD36_85040	CTRG_02531	CPAR2_405450	CORT0C04860	LELG_02858	DEHA2B13948g	PICST_64208	CANTEDRAFT_115798	SPAPADRAFT_61968	PGUG_01824	CLUG_01949	YER061C	CAGL0J02970g
orf19.5978	CAWG_02820	CD36_85050	CTRG_02532	CPAR2_405440	CORT0C04850	LELG_02859	DEHA2E24002g	PICST_33656	CANTEDRAFT_104494	SPAPADRAFT_154511	---	---	---	
orf19.5980	CAWG_02821	CD36_85060	CTRG_02533	CPAR2_405320	CORT0C04730	LELG_02867	---	PICST_68434	CANTEDRAFT_135725	SPAPADRAFT_154455	PGUG_04208	CLUG_03117	---	
orf19.5982	CAWG_02822	CD36_85070	CTRG_02534	CPAR2_405330	CORT0C04740	LELG_02868	DEHA2F16566g	PICST_85665	CANTEDRAFT_115232	SPAPADRAFT_61951	---	---	YOL120C	CAGL0E02013g
orf19.5984	CAWG_02823	CD36_85080	CTRG_02535	CPAR2_405340	CORT0C04750	LELG_02869	DEHA2F16588g	PICST_85551	CANTEDRAFT_124940	SPAPADRAFT_154450	PGUG_04209	CLUG_01632	YOL073C	CAGL0K01199g
orf19.5985	CAWG_02824	CD36_85090	CTRG_02536	CPAR2_405350	CORT0C04760	LELG_02870	DEHA2F16610g	PICST_64207	CANTEDRAFT_114268	SPAPADRAFT_61948	PGUG_04210	CLUG_01631	YGR078C	CAGL0K01177g
orf19.5986	CAWG_02825	CD36_85100	CTRG_02525	CPAR2_405360	CORT0C04770	LELG_02871	DEHA2F16654g	PICST_50942	---	SPAPADRAFT_51398	PGUG_04211	CLUG_04547	YGR144W	CAGL0M01166g
orf19.5987	CAWG_02826	CD36_85110	CTRG_02524	CPAR2_405370	CORT0C04780	LELG_02872	DEHA2F16676g	PICST_50882	CANTEDRAFT_104700	SPAPADRAFT_154439	PGUG_04212	CLUG_04545	YOL124C	CAGL0E01925g
orf19.5989	CAWG_02827	CD36_85120	CTRG_02523	CPAR2_405380	CORT0C04790	LELG_02873	DEHA2F16698g	PICST_68431	---	SPAPADRAFT_154438	PGUG_04213	CLUG_04544	YOL123W	CAGL0E01947g
orf19.5991	CAWG_02828	CD36_85130	CTRG_02522	CPAR2_405390	CORT0C04800	LELG_02874	DEHA2F16720g	PICST_80003	CANTEDRAFT_93724	SPAPADRAFT_140104	PGUG_04214	CLUG_04543	YDL031W	CAGL0K01551g
orf19.6078.1	---	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.2995	CAWG_01080	CD36_02840	CTRG_04339	CPAR2_110230	CORT0B11340	LELG_01352	DEHA2D09570g	PICST_62387	CANTEDRAFT_112635	SPAPADRAFT_57819	PGUG_04704	CLUG_00963	YKL183W	CAGL0D00506g
orf19.5992	CAWG_02829	CD36_85150	CTRG_02521	CPAR2_405400	CORT0C04810	LELG_02863	DEHA2E17842g	PICST_68429	CANTEDRAFT_136687	SPAPADRAFT_61965	PGUG_01274	CLUG_01645	---	
orf19.5994	CAWG_02830	CD36_85160	CTRG_02520	CPAR2_405410	CORT0C04820	LELG_02862	DEHA2A10120g	PICST_64341	CANTEDRAFT_134295	SPAPADRAFT_61966	PGUG_01991	CLUG_04770	YCR027C	
orf19.5995	CAWG_02831	CD36_85170	CTRG_02519	CPAR2_405420	CORT0C04830	LELG_02861	DEHA2G22176g	PICST_63918	CANTEDRAFT_113100	SPAPADRAFT_140835	PGUG_00072	CLUG_03176	YOR197W	CAGL0I10945g
orf19.5996.1	CAWG_02832	CD36_85180	ctro_CGOB_00012	CPAR2_405310	CORT0C04720	lelo_CGOB_00002	DEHA2F16544g	PICST_85487	CANTEDRAFT_124933	SPAPADRAFT_61954	PGUG_04207	CLUG_03116	YOL121C	CAGL0E01991g
orf19.5999	CAWG_02835.1	CD36_85190	CTRG_02518	CPAR2_405300	CORT0C04710	LELG_02866	DEHA2F16522g	PICST_68436	CANTEDRAFT_131278	SPAPADRAFT_51404	PGUG_04206	CLUG_03115	YKR054C	CAGL0K08294g
orf19.6000	CAWG_02836	CD36_85210	CTRG_02606	CPAR2_405290	CORT0C04700	LELG_02875	DEHA2F16478g	PICST_85570	CANTEDRAFT_97788	SPAPADRAFT_71564	PGUG_04203	CLUG_03113	YOR153W	
orf19.6001	CAWG_02837	CD36_85220	---	---	---	---	---	PICST_63754	---	---	PGUG_03958	CLUG_04798	---	
orf19.6002	CAWG_02838	CD36_85230	CTRG_02516	CPAR2_807280	CORT0C01870	LELG_02877	DEHA2D11968g	PICST_86627	CANTEDRAFT_99163	---	PGUG_02212	CLUG_01760	YLL045C	
orf19.6003	CAWG_02839	CD36_85240	CTRG_02515	CPAR2_807290	CORT0C01860	LELG_02878	DEHA2D11946g	PICST_66604	CANTEDRAFT_115532	SPAPADRAFT_62189	PGUG_02211	CLUG_01759	YLR094C	CAGL0C00407g
orf19.6005	CAWG_02840	CD36_85250	CTRG_02506	CPAR2_807300	CORT0C01850	LELG_02879	DEHA2D11924g	PICST_39517	CANTEDRAFT_107932	SPAPADRAFT_62190	PGUG_02210	CLUG_05247	---	
orf19.2996	CAWG_01079	CD36_02850	CTRG_04340	CPAR2_110240	CORT0B11350	LELG_01353	DEHA2D09548g	PICST_62764	CANTEDRAFT_118420	SPAPADRAFT_130767	PGUG_04705	CLUG_00962	YLR436C	CAGL0M00924g
orf19.6007	CAWG_02841	CD36_85260	CTRG_02508	CPAR2_807310	CORT0C01840	LELG_02880	DEHA2D11902g	PICST_80911	CANTEDRAFT_108838	SPAPADRAFT_62191	PGUG_02209	CLUG_05246	---	
orf19.6008	CAWG_02842	CD36_85270	CTRG_02513	CPAR2_807320	CORT0C01820	LELG_02882	DEHA2D11880g	PICST_53894	CANTEDRAFT_115536	SPAPADRAFT_51573	PGUG_02208	CLUG_05245	YLL032C	CAGL0G04037g
orf19.6966	CAWG_02843	CD36_85280	CTRG_02511	CPAR2_807340	CORT0C01800	LELG_02884	DEHA2D11836g	PICST_28965	CANTEDRAFT_115538	SPAPADRAFT_62195	PGUG_02206	CLUG_05242	YLR133W	CAGL0M04367g
orf19.6967	CAWG_02844	CD36_85290	CTRG_02510	CPAR2_807350	CORT0C01790	LELG_02889	DEHA2D11814g	---	---	SPAPADRAFT_51576	---	CLUG_05241	---	
orf19.6968	CAWG_02845	CD36_85300	CTRG_02505	CPAR2_807360	CORT0C01780	LELG_02887	DEHA2D11792g	PICST_64999	CANTEDRAFT_136029	SPAPADRAFT_154950	PGUG_02205	CLUG_05240	YDL073W	CAGL0D00660g
orf19.6970	CAWG_02846	CD36_85310	CTRG_02504	CPAR2_807370	CORT0C01770	LELG_02886	DEHA2D11770g	PICST_28968	CANTEDRAFT_115544	SPAPADRAFT_51578	PGUG_02204	CLUG_05238	---	
orf19.6971	CAWG_02847	CD36_85320	CTRG_02349	CPAR2_405660	CORT0C05060	LELG_02835	DEHA2B14520g	PICST_43096	CANTEDRAFT_99436	SPAPADRAFT_56279	PGUG_02372	CLUG_00384	YGR227W	CAGL0L06556g
orf19.6972	CAWG_02848	CD36_85330	CTRG_02350	CPAR2_405670	CORT0C05070	LELG_02834	DEHA2B14542g	PICST_43247	CANTEDRAFT_136363	SPAPADRAFT_72238	PGUG_02371	CLUG_00385	---	
